,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,RFC_pred_proba,raw_RFC_pred_proba,single,filter,score_time
42221,reinvent,RFC,332,0,212.11312460899353,Brc1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)cc2ccncc12,true,1,true,0,0.8852335876630284,0.8852335876630284,0.8852335876630284,1.0,0.09595513343811035
42222,reinvent,RFC,332,1,212.11312460899353,CN(C1CCC(CC(=O)NCCCN2CCN(c3nsc4ccccc34)CC2)CC1)S(C)(=O)=O,true,1,true,0,0.8263354097530035,0.8263354097530035,0.8263354097530035,1.0,0.09595513343811035
42223,reinvent,RFC,332,2,212.11312460899353,c1ccc2c(N3CCN(CCCCC4CC4)CC3)nsc2c1,true,1,false,10,0.9601224047720955,0.9601224047720955,0.9601224047720955,1.0,0.09595513343811035
42224,reinvent,RFC,332,3,212.11312460899353,CCC1CC1CC=CCN1CCN(c2nsc3ccccc23)CC1,true,1,true,0,0.8060448066142696,0.8060448066142696,0.8060448066142696,1.0,0.09595513343811035
42225,reinvent,RFC,332,4,212.11312460899353,COc1ccccc1CC1CCC(NCCN2CCN(c3nsc4ccccc34)CC2)CC1,true,1,true,0,0.9353088558319211,0.9353088558319211,0.9353088558319211,1.0,0.09595513343811035
42226,reinvent,RFC,332,5,212.11312460899353,O=C(Nc1ccc(SCCCN2CCN(c3nsc4ccccc34)CC2)cc1)C1=CCCC1C(F)(F)F,true,1,true,0,0.6704842110816244,0.6704842110816244,0.6704842110816244,1.0,0.09595513343811035
42227,reinvent,RFC,332,6,212.11312460899353,c1ccc2c(N3CCN(CCC4CCC(CC5CCCCC5)CC4)CC3)nsc2c1,true,1,false,1,0.9716058895163754,0.9716058895163754,0.9716058895163754,1.0,0.09595513343811035
42228,reinvent,RFC,332,7,212.11312460899353,CCCN(C)CCCCN1CCN(c2nsc3ccccc23)CC1,true,1,false,1,0.8777047701191668,0.8777047701191668,0.8777047701191668,1.0,0.09595513343811035
42229,reinvent,RFC,332,8,212.11312460899353,c1ccc2c(N3CCN(CCCCCCC4CCC(NCCC5CCCCC5)CC4)CC3)nsc2c1,true,1,true,0,0.9532963343415071,0.9532963343415071,0.9532963343415071,1.0,0.09595513343811035
42230,reinvent,RFC,332,9,212.11312460899353,c1ccc2c(N3CCN(CCCCCc4ccsc4)CC3)nsc2c1,true,1,false,1,0.9402139798636711,0.9402139798636711,0.9402139798636711,1.0,0.09595513343811035
