,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,RFC_pred_proba,raw_RFC_pred_proba,single,filter,score_time
73010,reinvent,RFC,574,0,364.2515935897827,C=CC1CCCCC1CCCN1CCN(c2ccncc2Cl)CC1,true,1,true,0,0.3618115274082847,0.3618115274082847,0.3618115274082847,1.0,0.08699345588684082
73011,reinvent,RFC,574,1,364.2515935897827,C(=C1CCCN1)c1nnc(SCCCN2CCN(c3nsc4ccccc34)CC2)o1,true,1,true,0,0.7337410866249342,0.7337410866249342,0.7337410866249342,1.0,0.08699345588684082
73012,reinvent,RFC,574,2,364.2515935897827,C(=CC1=CCCCC1)CN1CCN(c2nsc3ccccc23)CC1,true,1,true,0,0.7953333463354179,0.7953333463354179,0.7953333463354179,1.0,0.08699345588684082
73013,reinvent,RFC,574,3,364.2515935897827,C(=CC1CCCCN1CCN1CCN(c2nsc3ccccc23)CC1)CC1CCCN1,true,1,true,0,0.9059606222800852,0.9059606222800852,0.9059606222800852,1.0,0.08699345588684082
73014,reinvent,RFC,574,4,364.2515935897827,CC(=O)NC1CCC(CC=CC2CCCN2CCN2CCN(c3nsc4ccccc34)CC2)CC1,true,1,true,0,0.9467837405151389,0.9467837405151389,0.9467837405151389,1.0,0.08699345588684082
73015,reinvent,RFC,574,5,364.2515935897827,C(=CCCC1CCCCC1)CCCCN1CCN(c2nsc3ccccc23)CC1,true,1,true,0,0.9458603406934931,0.9458603406934931,0.9458603406934931,1.0,0.08699345588684082
73016,reinvent,RFC,574,6,364.2515935897827,C(=CC1CC1)CCCCN1CCN(c2nsc3ccccc23)CC1,true,1,false,3,0.9622295476292386,0.9622295476292386,0.9622295476292386,1.0,0.08699345588684082
73017,reinvent,RFC,574,7,364.2515935897827,C(=Cc1ccccc1)CCCCN1CCN(c2nsc3ccccc23)CC1,true,1,true,0,0.9310631862128773,0.9310631862128773,0.9310631862128773,1.0,0.08699345588684082
73018,reinvent,RFC,574,8,364.2515935897827,CC(C)=CCCN1CCN(c2nsc3ccccc23)CC1,true,1,true,0,0.863301983261152,0.863301983261152,0.863301983261152,1.0,0.08699345588684082
73019,reinvent,RFC,574,9,364.2515935897827,C(=CC1CCCCC1)CCN1CCN(c2nsc3ccccc23)CC1,true,1,false,2,0.9732574387888582,0.9732574387888582,0.9732574387888582,1.0,0.08699345588684082
73020,reinvent,RFC,574,10,364.2515935897827,CCN1CCN(CC=CCCCN2CCN(c3nsc4ccccc34)CC2)CC1,true,1,true,0,0.8931146261110913,0.8931146261110913,0.8931146261110913,1.0,0.08699345588684082
73021,reinvent,RFC,574,11,364.2515935897827,CCCCC(=O)C=CNCCN1CCN(c2nsc3ccccc23)CC1,true,1,true,0,0.9215447146971019,0.9215447146971019,0.9215447146971019,1.0,0.08699345588684082
73022,reinvent,RFC,574,12,364.2515935897827,CC1(C=NOCCCCN2CCN(c3nsc4ccccc34)CC2)CC1,true,1,true,0,0.8699013235657201,0.8699013235657201,0.8699013235657201,1.0,0.08699345588684082
73023,reinvent,RFC,574,13,364.2515935897827,O=C(NCCSCCCCN1CCN(c2nsc3ccccc23)CC1)C1CCCCC1,true,1,true,0,0.8898602654435986,0.8898602654435986,0.8898602654435986,1.0,0.08699345588684082
