,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,RFC_pred_proba,raw_RFC_pred_proba,single,filter,score_time
7808,reinvent,RFC,62,0,40.12651467323303,Cc1ccccc1CCCNC(=O)CCCN1CCN(c2cccc3c2OCO3)CC1,true,1,true,0,0.6386892932512953,0.6386892932512953,0.6386892932512953,1.0,0.13381648063659668
7809,reinvent,RFC,62,1,40.12651467323303,COCCC1(c2cc(NC(=O)c3c(F)ccc(OC)c3F)ccc2F)CCNC1,true,1,true,0,0.3883057399588293,0.3883057399588293,0.3883057399588293,1.0,0.13381648063659668
7810,reinvent,RFC,62,2,40.12651467323303,CCCCN1C(=O)c2c(O)cc(O)cc2OC1CN1CCN(c2ccccc2)CC1,true,1,true,0,0.3404682671253479,0.3404682671253479,0.3404682671253479,1.0,0.13381648063659668
7811,reinvent,RFC,62,3,40.12651467323303,CCCCCC1=CCCC1CN1CCN(c2ccccc2OC)CC1,true,1,true,0,0.4071586725495824,0.4071586725495824,0.4071586725495824,1.0,0.13381648063659668
7812,reinvent,RFC,62,4,40.12651467323303,COc1ccccc1CNC(=O)C1(CS)CCC(OC(=O)CC2CC2)C1,true,1,true,0,0.310192026355027,0.310192026355027,0.310192026355027,1.0,0.13381648063659668
7813,reinvent,RFC,62,5,40.12651467323303,CCN1c2cccc(OCCn3cc[nH]c3=O)c2OC1C1CCCC(=O)C1,true,1,true,0,0.5666549687894608,0.5666549687894608,0.5666549687894608,1.0,0.13381648063659668
7814,reinvent,RFC,62,6,40.12651467323303,CCCC(=O)N1C(NC(=O)C(N)Cc2c(C)cc(O)cc2C)C(=O)N(C2CCCC2)CC1c1ccc(C)cc1,true,1,true,0,0.2903223162668468,0.2903223162668468,0.2903223162668468,1.0,0.13381648063659668
7815,reinvent,RFC,62,7,40.12651467323303,O=C(CCCOc1ccccc1)NC1OC2Cc3cccc4c3N(CCC4)C21,true,1,true,0,0.34789631954622674,0.34789631954622674,0.34789631954622674,1.0,0.13381648063659668
7816,reinvent,RFC,62,8,40.12651467323303,CC(C)N1CCN(C(=O)C2C(=O)N3CCSC3CC2c2ccc(Br)cc2)CC1,true,1,true,0,0.26813395101630394,0.26813395101630394,0.26813395101630394,1.0,0.13381648063659668
7817,reinvent,RFC,62,9,40.12651467323303,COc1ccc2nc(CCCOc3cncc(-c4ccc5c(c4)N(C)C(=O)C54CCCCC4)n3)[nH]c(=O)c2c1,true,1,true,0,0.3407965049416919,0.3407965049416919,0.3407965049416919,1.0,0.13381648063659668
7818,reinvent,RFC,62,10,40.12651467323303,C12=CC(=O)CCN1C(=S)N(CCCSc1nc3c(cc1C)c(=O)n3cccc2C,false,0,true,0,0.0,1e-06,1e-06,1.0,0.13381648063659668
7819,reinvent,RFC,62,11,40.12651467323303,O=C1CCN2CC(c3ccc(O)c4c3CCC4)=CCC12,true,1,true,0,0.36853964237267844,0.36853964237267844,0.36853964237267844,1.0,0.13381648063659668
7820,reinvent,RFC,62,12,40.12651467323303,N#CN=C(NC1CCN(C2CCC2)C1)NC12CC3CC(CC(C3)C1)C2,true,1,true,0,0.2913884292914277,0.2913884292914277,0.2913884292914277,1.0,0.13381648063659668
7821,reinvent,RFC,62,13,40.12651467323303,C#Cc1ccc(CC2(C(=O)NC3CC4CCC(C3)C4(C)C)CC2)cc1,true,1,true,0,0.26168672372565494,0.26168672372565494,0.26168672372565494,1.0,0.13381648063659668
7822,reinvent,RFC,62,14,40.12651467323303,O=C(NO)c1ccc(C=C2CCN(Cc3ccccc3)CC2)cc1,true,1,true,0,0.19997457902721066,0.19997457902721066,0.19997457902721066,1.0,0.13381648063659668
7823,reinvent,RFC,62,15,40.12651467323303,Cc1cc(-c2nc3cc(Cl)c(N4CCN(C)CC4)cc3[nH]2)c(OC(C)C)cc1C(=O)N1CCC(C2CCNCC2)C1,true,1,true,0,0.32819776051285,0.32819776051285,0.32819776051285,1.0,0.13381648063659668
7824,reinvent,RFC,62,16,40.12651467323303,C1CC(CN2CC3C(CC(O)C2(F)F)C1)c1c(Cl)cc(C#N)cc1OCC,false,0,true,0,0.0,1e-06,1e-06,1.0,0.13381648063659668
7825,reinvent,RFC,62,17,40.12651467323303,Oc1cccc2c1CC1C(C2)CC(O)CN1CC1CC1,true,1,true,0,0.47385153788133666,0.47385153788133666,0.47385153788133666,1.0,0.13381648063659668
